score,member,similarity_score,audience
0.30404767394065857,AUD0_0001,0.9534952640533447,Audience 0
0.3042367398738861,AUD0_0002,0.95331209897995,Audience 0
0.3043062686920166,AUD0_0003,0.9531506299972534,Audience 0
0.30410894751548767,AUD0_0004,0.9530893564224243,Audience 0
0.30393731594085693,AUD0_0005,0.9534120559692383,Audience 0
0.3044615089893341,AUD0_0006,0.9531441330909729,Audience 0
0.30503830313682556,AUD0_0007,0.9530365467071533,Audience 0
0.3043816387653351,AUD0_0008,0.953210175037384,Audience 0
0.3061995208263397,AUD0_0009,0.9527246952056885,Audience 0
0.30334267020225525,AUD0_0010,0.953662097454071,Audience 0
0.30127930641174316,AUD0_0011,0.9542158246040344,Audience 0
0.3011668920516968,AUD0_0012,0.9542623162269592,Audience 0
0.302411288022995,AUD0_0013,0.9539088606834412,Audience 0
0.3008446991443634,AUD0_0014,0.9544047713279724,Audience 0
0.3011215925216675,AUD0_0015,0.9543613195419312,Audience 0
0.30206015706062317,AUD0_0016,0.9540372490882874,Audience 0
0.3013867437839508,AUD0_0017,0.9542702436447144,Audience 0
0.30168867111206055,AUD0_0018,0.9541246891021729,Audience 0
0.30368736386299133,AUD0_0019,0.953600287437439,Audience 0
0.30406609177589417,AUD0_0020,0.9535337090492249,Audience 0
0.302318811416626,AUD0_0021,0.9540772438049316,Audience 0
0.30293184518814087,AUD0_0022,0.9537805318832397,Audience 0
0.3031647801399231,AUD0_0023,0.9537632465362549,Audience 0
0.302531898021698,AUD0_0024,0.9539640545845032,Audience 0
0.3030741810798645,AUD0_0025,0.9538265466690063,Audience 0
0.3029523491859436,AUD0_0026,0.9538497924804688,Audience 0
0.3035840690135956,AUD0_0027,0.9537050724029541,Audience 0
0.30355486273765564,AUD0_0028,0.9537134170532227,Audience 0
0.30388256907463074,AUD0_0029,0.9535738229751587,Audience 0
0.3038962781429291,AUD0_0030,0.9535753726959229,Audience 0
0.3014455735683441,AUD0_0031,0.9543053507804871,Audience 0
0.3025245666503906,AUD0_0032,0.9539855718612671,Audience 0
0.30231350660324097,AUD0_0033,0.9539023637771606,Audience 0
0.30206337571144104,AUD0_0034,0.9540953040122986,Audience 0
0.30255526304244995,AUD0_0035,0.9539692401885986,Audience 0
0.30275848507881165,AUD0_0036,0.9539017677307129,Audience 0
0.302176833152771,AUD0_0037,0.9540947675704956,Audience 0
0.30198803544044495,AUD0_0038,0.9541806578636169,Audience 0
0.30477088689804077,AUD0_0039,0.9531701803207397,Audience 0
0.30510759353637695,AUD0_0040,0.9532138705253601,Audience 0
0.30334702134132385,AUD0_0041,0.9537543654441833,Audience 0
0.3037553131580353,AUD0_0042,0.9535982608795166,Audience 0
0.3041500449180603,AUD0_0043,0.9534543752670288,Audience 0
0.30396708846092224,AUD0_0044,0.9533366560935974,Audience 0
0.3033130168914795,AUD0_0045,0.9537452459335327,Audience 0
0.3037198781967163,AUD0_0046,0.9536308646202087,Audience 0
0.3041870594024658,AUD0_0047,0.953529953956604,Audience 0
0.3038111627101898,AUD0_0048,0.9536088705062866,Audience 0
0.30482637882232666,AUD0_0049,0.953251838684082,Audience 0
0.30314770340919495,AUD0_0050,0.9538712501525879,Audience 0
0.30287596583366394,AUD0_0051,0.9539783000946045,Audience 0
0.30271676182746887,AUD0_0052,0.9539988040924072,Audience 0
0.3033433258533478,AUD0_0053,0.953827977180481,Audience 0
0.3030267357826233,AUD0_0054,0.95392906665802,Audience 0
0.3030838072299957,AUD0_0055,0.9538438320159912,Audience 0
0.303894966840744,AUD0_0056,0.9536738395690918,Audience 0
0.3034248352050781,AUD0_0057,0.9538106918334961,Audience 0
0.3033159077167511,AUD0_0058,0.9538678526878357,Audience 0
0.30512532591819763,AUD0_0059,0.9532538652420044,Audience 0
0.3044711649417877,AUD0_0060,0.9534534811973572,Audience 0
0.30271679162979126,AUD0_0061,0.9539757370948792,Audience 0
0.30320823192596436,AUD0_0062,0.9537272453308105,Audience 0
0.3039342164993286,AUD0_0063,0.9535146951675415,Audience 0
0.3033667206764221,AUD0_0064,0.9537162184715271,Audience 0
0.3051588237285614,AUD0_0065,0.9531563520431519,Audience 0
0.30375537276268005,AUD0_0066,0.9535052180290222,Audience 0
0.30501091480255127,AUD0_0067,0.9531593918800354,Audience 0
0.303789347410202,AUD0_0068,0.9536548256874084,Audience 0
0.30525848269462585,AUD0_0069,0.9531570672988892,Audience 0
0.30540022253990173,AUD0_0070,0.9531346559524536,Audience 0
0.3034038841724396,AUD0_0071,0.953605592250824,Audience 0
0.3040320575237274,AUD0_0072,0.9534687995910645,Audience 0
0.30409008264541626,AUD0_0073,0.9534846544265747,Audience 0
0.3037571907043457,AUD0_0074,0.9534912109375,Audience 0
0.30552056431770325,AUD0_0075,0.9530175924301147,Audience 0
0.3045412003993988,AUD0_0076,0.9533448219299316,Audience 0
0.30498120188713074,AUD0_0077,0.953097403049469,Audience 0
0.3044530153274536,AUD0_0078,0.953376054763794,Audience 0
0.3068757653236389,AUD0_0079,0.9525657296180725,Audience 0
0.304303377866745,AUD0_0080,0.953467071056366,Audience 0
0.30334869027137756,AUD0_0081,0.953698992729187,Audience 0
0.30367013812065125,AUD0_0082,0.9536443948745728,Audience 0
0.303450345993042,AUD0_0083,0.9537354707717896,Audience 0
0.30293554067611694,AUD0_0084,0.9538351893424988,Audience 0
0.3039247989654541,AUD0_0085,0.9536277055740356,Audience 0
0.30295008420944214,AUD0_0086,0.953866720199585,Audience 0
0.3032678961753845,AUD0_0087,0.953727126121521,Audience 0
0.303666889667511,AUD0_0088,0.9536142349243164,Audience 0
0.30543339252471924,AUD0_0089,0.9530869126319885,Audience 0
0.3058255612850189,AUD0_0090,0.9529585838317871,Audience 0
0.30410972237586975,AUD0_0091,0.9534804224967957,Audience 0
0.305013507604599,AUD0_0092,0.953234076499939,Audience 0
0.30509260296821594,AUD0_0093,0.953181266784668,Audience 0
0.30456724762916565,AUD0_0094,0.9533203840255737,Audience 0
0.3058689534664154,AUD0_0095,0.9529101848602295,Audience 0
0.30494415760040283,AUD0_0096,0.9531611800193787,Audience 0
0.3059128522872925,AUD0_0097,0.9528717994689941,Audience 0
0.3053644299507141,AUD0_0098,0.953091025352478,Audience 0
0.3067615330219269,AUD0_0099,0.9525027871131897,Audience 0
0.3059609532356262,AUD0_0100,0.9528130888938904,Audience 0
0.3042203187942505,AUD0_0101,0.9534551501274109,Audience 0
0.30418863892555237,AUD0_0102,0.9533455967903137,Audience 0
0.30490946769714355,AUD0_0103,0.9532274007797241,Audience 0
0.3052971661090851,AUD0_0104,0.9530984163284302,Audience 0
0.3043050467967987,AUD0_0105,0.9534419775009155,Audience 0
0.30502811074256897,AUD0_0106,0.9532381296157837,Audience 0
0.3052603304386139,AUD0_0107,0.9531717300415039,Audience 0
0.30516213178634644,AUD0_0108,0.9531964659690857,Audience 0
0.30622559785842896,AUD0_0109,0.952829122543335,Audience 0
0.30402031540870667,AUD0_0110,0.9534515738487244,Audience 0
0.30236247181892395,AUD0_0111,0.9538136720657349,Audience 0
0.3021436929702759,AUD0_0112,0.9540297985076904,Audience 0
0.3027868866920471,AUD0_0113,0.9538043737411499,Audience 0
0.30190420150756836,AUD0_0114,0.9540858864784241,Audience 0
0.30276697874069214,AUD0_0115,0.9539037942886353,Audience 0
0.30250564217567444,AUD0_0116,0.9539645910263062,Audience 0
0.30234166979789734,AUD0_0117,0.95400470495224,Audience 0
0.30224886536598206,AUD0_0118,0.9541040658950806,Audience 0
0.30350619554519653,AUD0_0119,0.9537076354026794,Audience 0
0.3037620186805725,AUD0_0120,0.9535913467407227,Audience 0
0.3012261390686035,AUD0_0121,0.9544746279716492,Audience 0
0.30175578594207764,AUD0_0122,0.9541447162628174,Audience 0
0.3019998073577881,AUD0_0123,0.9542194604873657,Audience 0
0.3017582297325134,AUD0_0124,0.9543077945709229,Audience 0
0.3020571768283844,AUD0_0125,0.9542072415351868,Audience 0
0.30136334896087646,AUD0_0126,0.9544323086738586,Audience 0
0.3024318516254425,AUD0_0127,0.9541177749633789,Audience 0
0.3024939298629761,AUD0_0128,0.9540964365005493,Audience 0
0.303409218788147,AUD0_0129,0.953783392906189,Audience 0
0.3049620985984802,AUD0_0130,0.9533389210700989,Audience 0
0.3020245432853699,AUD0_0131,0.9542279243469238,Audience 0
0.3026465177536011,AUD0_0132,0.9540498852729797,Audience 0
0.3027808368206024,AUD0_0133,0.9539322853088379,Audience 0
0.3030533492565155,AUD0_0134,0.9539345502853394,Audience 0
0.30325159430503845,AUD0_0135,0.9538916945457458,Audience 0
0.30213841795921326,AUD0_0136,0.9542037844657898,Audience 0
0.30296018719673157,AUD0_0137,0.9539566040039062,Audience 0
0.3025836944580078,AUD0_0138,0.9540795087814331,Audience 0
0.30335381627082825,AUD0_0139,0.9537942409515381,Audience 0
0.303729772567749,AUD0_0140,0.9536337852478027,Audience 0
0.301786869764328,AUD0_0141,0.9543059468269348,Audience 0
0.30183082818984985,AUD0_0142,0.9542548656463623,Audience 0
0.30218762159347534,AUD0_0143,0.9541465044021606,Audience 0
0.301884263753891,AUD0_0144,0.9541723728179932,Audience 0
0.3023121654987335,AUD0_0145,0.9541532397270203,Audience 0
