score,member,similarity_score,audience
0.3023030459880829,AUD0_0146,0.9541788101196289,Audience 0
0.30278992652893066,AUD0_0147,0.9539843201637268,Audience 0
0.30181893706321716,AUD0_0148,0.9542638659477234,Audience 0
0.30331477522850037,AUD0_0149,0.9537659287452698,Audience 0
0.30380764603614807,AUD0_0150,0.9536998271942139,Audience 0
0.3027121126651764,AUD0_0151,0.9540436267852783,Audience 0
0.30225419998168945,AUD0_0152,0.9541577696800232,Audience 0
0.3022765517234802,AUD0_0153,0.954149603843689,Audience 0
0.3024374842643738,AUD0_0154,0.9541336894035339,Audience 0
0.30251336097717285,AUD0_0155,0.9540705680847168,Audience 0
0.30254286527633667,AUD0_0156,0.9541337490081787,Audience 0
0.30278903245925903,AUD0_0157,0.9540272951126099,Audience 0
0.30232787132263184,AUD0_0158,0.9541723728179932,Audience 0
0.30294865369796753,AUD0_0159,0.9539462327957153,Audience 0
0.30318182706832886,AUD0_0160,0.9537282586097717,Audience 0
0.30035465955734253,AUD0_0161,0.9546384811401367,Audience 0
0.30150675773620605,AUD0_0162,0.954216718673706,Audience 0
0.3016481399536133,AUD0_0163,0.9543194770812988,Audience 0
0.3014746308326721,AUD0_0164,0.9543659687042236,Audience 0
0.3013584017753601,AUD0_0165,0.9544472694396973,Audience 0
0.30172041058540344,AUD0_0166,0.9542560577392578,Audience 0
0.301407128572464,AUD0_0167,0.9543435573577881,Audience 0
0.3011935353279114,AUD0_0168,0.9543979167938232,Audience 0
0.3022492825984955,AUD0_0169,0.9541070461273193,Audience 0
0.30098605155944824,AUD0_0170,0.9543733596801758,Audience 0
0.29927289485931396,AUD0_0171,0.9549534320831299,Audience 0
0.29944393038749695,AUD0_0172,0.9549313187599182,Audience 0
0.29936328530311584,AUD0_0173,0.9549106359481812,Audience 0
0.29847243428230286,AUD0_0174,0.9551995992660522,Audience 0
0.3001224100589752,AUD0_0175,0.9547021985054016,Audience 0
0.29900288581848145,AUD0_0176,0.95500648021698,Audience 0
0.29975461959838867,AUD0_0177,0.9547561407089233,Audience 0
0.29954054951667786,AUD0_0178,0.9548903703689575,Audience 0
0.3002854585647583,AUD0_0179,0.9546386003494263,Audience 0
0.3013726770877838,AUD0_0180,0.9543027877807617,Audience 0
0.29968082904815674,AUD0_0181,0.9548550248146057,Audience 0
0.3003803789615631,AUD0_0182,0.9546115398406982,Audience 0
0.30019286274909973,AUD0_0183,0.9546571373939514,Audience 0
0.3002106845378876,AUD0_0184,0.9546753168106079,Audience 0
0.3002656102180481,AUD0_0185,0.9546900391578674,Audience 0
0.30016183853149414,AUD0_0186,0.9547096490859985,Audience 0
0.30052483081817627,AUD0_0187,0.9546123743057251,Audience 0
0.2993956208229065,AUD0_0188,0.954882025718689,Audience 0
0.3007488250732422,AUD0_0189,0.9544726610183716,Audience 0
0.3043929636478424,AUD0_0190,0.9533997774124146,Audience 0
0.30281496047973633,AUD0_0191,0.9539464712142944,Audience 0
0.30372196435928345,AUD0_0192,0.9536475539207458,Audience 0
0.30311915278434753,AUD0_0193,0.9538224339485168,Audience 0
0.30335333943367004,AUD0_0194,0.9536799192428589,Audience 0
0.30352967977523804,AUD0_0195,0.9536824822425842,Audience 0
0.30340489745140076,AUD0_0196,0.9537351727485657,Audience 0
0.3032556176185608,AUD0_0197,0.9538088440895081,Audience 0
0.30343499779701233,AUD0_0198,0.9537122249603271,Audience 0
0.30390310287475586,AUD0_0199,0.9534701108932495,Audience 0
0.30632129311561584,AUD0_0200,0.9528166055679321,Audience 0
0.30358588695526123,AUD0_0201,0.9537255167961121,Audience 0
0.3041194975376129,AUD0_0202,0.9534658193588257,Audience 0
0.3039628267288208,AUD0_0203,0.9535538554191589,Audience 0
0.30418092012405396,AUD0_0204,0.9534063339233398,Audience 0
0.3043985068798065,AUD0_0205,0.953409731388092,Audience 0
0.30355966091156006,AUD0_0206,0.953647792339325,Audience 0
0.3046801686286926,AUD0_0207,0.9533780813217163,Audience 0
0.30326250195503235,AUD0_0208,0.9537844657897949,Audience 0
0.30518755316734314,AUD0_0209,0.9532430171966553,Audience 0
0.3034255802631378,AUD0_0210,0.9537768363952637,Audience 0
0.3021877110004425,AUD0_0211,0.9541382789611816,Audience 0
0.30272167921066284,AUD0_0212,0.9539532661437988,Audience 0
0.30305126309394836,AUD0_0213,0.9538694024085999,Audience 0
0.30189797282218933,AUD0_0214,0.954149603843689,Audience 0
0.3027918040752411,AUD0_0215,0.9539580345153809,Audience 0
0.30222171545028687,AUD0_0216,0.9541205167770386,Audience 0
0.3022964596748352,AUD0_0217,0.9540892839431763,Audience 0
0.3026570975780487,AUD0_0218,0.9539986848831177,Audience 0
0.3035773038864136,AUD0_0219,0.9537306427955627,Audience 0
0.30335167050361633,AUD0_0220,0.9538276195526123,Audience 0
0.30338528752326965,AUD0_0221,0.9538419246673584,Audience 0
0.30329445004463196,AUD0_0222,0.9537808895111084,Audience 0
0.3028745949268341,AUD0_0223,0.9539632797241211,Audience 0
0.30237165093421936,AUD0_0224,0.9540058374404907,Audience 0
0.303493469953537,AUD0_0225,0.9537791609764099,Audience 0
0.30304059386253357,AUD0_0226,0.9539086818695068,Audience 0
0.3030531108379364,AUD0_0227,0.9539120197296143,Audience 0
0.30298739671707153,AUD0_0228,0.9539295434951782,Audience 0
0.3044804632663727,AUD0_0229,0.9534872174263,Audience 0
0.30370447039604187,AUD0_0230,0.9536957144737244,Audience 0
0.30193379521369934,AUD0_0231,0.954186737537384,Audience 0
0.3028410077095032,AUD0_0232,0.9539428949356079,Audience 0
0.3029053807258606,AUD0_0233,0.9538149833679199,Audience 0
0.3029133379459381,AUD0_0234,0.9539002776145935,Audience 0
0.3032437562942505,AUD0_0235,0.9538114070892334,Audience 0
0.3029527962207794,AUD0_0236,0.953899621963501,Audience 0
0.3034418821334839,AUD0_0237,0.953755259513855,Audience 0
0.3032989799976349,AUD0_0238,0.9538209438323975,Audience 0
0.3041197657585144,AUD0_0239,0.9535461664199829,Audience 0
0.3038749694824219,AUD0_0240,0.9534884691238403,Audience 0
0.3028829097747803,AUD0_0241,0.9538520574569702,Audience 0
0.3032146096229553,AUD0_0242,0.9537022709846497,Audience 0
0.30353593826293945,AUD0_0243,0.9535857439041138,Audience 0
0.3030152916908264,AUD0_0244,0.9535964727401733,Audience 0
0.30397793650627136,AUD0_0245,0.9534908533096313,Audience 0
0.3035741448402405,AUD0_0246,0.9536099433898926,Audience 0
0.3038349747657776,AUD0_0247,0.9535257816314697,Audience 0
0.3039550483226776,AUD0_0248,0.9534950852394104,Audience 0
0.3047943711280823,AUD0_0249,0.9532430171966553,Audience 0
0.3051569163799286,AUD0_0250,0.9531747102737427,Audience 0
0.3068338930606842,AUD1_0001,0.9527554512023926,Audience 1
0.30570173263549805,AUD1_0002,0.9530252814292908,Audience 1
0.3048386573791504,AUD1_0003,0.9531735181808472,Audience 1
0.30432993173599243,AUD1_0004,0.9530953764915466,Audience 1
0.3043806552886963,AUD1_0005,0.953323483467102,Audience 1
0.30346718430519104,AUD1_0006,0.953420877456665,Audience 1
0.3054475784301758,AUD1_0007,0.9530246257781982,Audience 1
0.3054218590259552,AUD1_0008,0.9531022310256958,Audience 1
0.3075052499771118,AUD1_0009,0.9522691965103149,Audience 1
0.3054526150226593,AUD1_0010,0.9531819820404053,Audience 1
0.3070564568042755,AUD1_0011,0.9525912404060364,Audience 1
0.306310772895813,AUD1_0012,0.9528156518936157,Audience 1
0.3062616288661957,AUD1_0013,0.9528723955154419,Audience 1
0.3056429624557495,AUD1_0014,0.9530046582221985,Audience 1
0.3054884970188141,AUD1_0015,0.9531009793281555,Audience 1
0.3049735426902771,AUD1_0016,0.9531346559524536,Audience 1
0.30476683378219604,AUD1_0017,0.9532132148742676,Audience 1
0.3055008351802826,AUD1_0018,0.9530872702598572,Audience 1
0.30699291825294495,AUD1_0019,0.9526115655899048,Audience 1
0.3050064146518707,AUD1_0020,0.9532999992370605,Audience 1
0.3061685860157013,AUD1_0021,0.9529566168785095,Audience 1
0.30567023158073425,AUD1_0022,0.9530220031738281,Audience 1
0.3055606782436371,AUD1_0023,0.9531563520431519,Audience 1
0.30519917607307434,AUD1_0024,0.9532263278961182,Audience 1
0.30606797337532043,AUD1_0025,0.9529781341552734,Audience 1
0.30655696988105774,AUD1_0026,0.9527971744537354,Audience 1
0.3058147430419922,AUD1_0027,0.953014075756073,Audience 1
0.3058639466762543,AUD1_0028,0.9530084133148193,Audience 1
0.30706870555877686,AUD1_0029,0.9525430798530579,Audience 1
0.3056878447532654,AUD1_0030,0.9530164003372192,Audience 1
0.30612167716026306,AUD1_0031,0.9529329538345337,Audience 1
0.30555304884910583,AUD1_0032,0.953142523765564,Audience 1
0.30653733015060425,AUD1_0033,0.9527418613433838,Audience 1
0.30521321296691895,AUD1_0034,0.9532313346862793,Audience 1
0.30583998560905457,AUD1_0035,0.9530911445617676,Audience 1
0.30545926094055176,AUD1_0036,0.9531664252281189,Audience 1
0.3049417734146118,AUD1_0037,0.9532735347747803,Audience 1
0.30477574467658997,AUD1_0038,0.9533867835998535,Audience 1
0.30548304319381714,AUD1_0039,0.9530126452445984,Audience 1
0.30426958203315735,AUD1_0040,0.9533677697181702,Audience 1
0.3069768249988556,AUD1_0041,0.9526642560958862,Audience 1
0.3059508204460144,AUD1_0042,0.952943742275238,Audience 1
0.30582430958747864,AUD1_0043,0.9530490636825562,Audience 1
0.3061699867248535,AUD1_0044,0.9526734352111816,Audience 1
0.30577412247657776,AUD1_0045,0.9530215263366699,Audience 1
0.3058199882507324,AUD1_0046,0.9530435800552368,Audience 1
0.3056465685367584,AUD1_0047,0.9531008005142212,Audience 1
0.305545836687088,AUD1_0048,0.9530695080757141,Audience 1
0.3055591881275177,AUD1_0049,0.9528948068618774,Audience 1
0.305125892162323,AUD1_0050,0.9531617164611816,Audience 1
0.30466440320014954,AUD1_0051,0.9533339738845825,Audience 1
0.3045397698879242,AUD1_0052,0.9533928632736206,Audience 1
0.30514055490493774,AUD1_0053,0.9532657265663147,Audience 1
0.30464640259742737,AUD1_0054,0.9533661007881165,Audience 1
0.3044283986091614,AUD1_0055,0.9533618688583374,Audience 1
0.30443447828292847,AUD1_0056,0.95345538854599,Audience 1
0.3050476610660553,AUD1_0057,0.9532808661460876,Audience 1
0.30478182435035706,AUD1_0058,0.9533532857894897,Audience 1
0.30430999398231506,AUD1_0059,0.9534311294555664,Audience 1
0.30662310123443604,AUD1_0060,0.9526917934417725,Audience 1
0.30701789259910583,AUD1_0061,0.952606201171875,Audience 1
0.30485790967941284,AUD1_0062,0.9531562328338623,Audience 1
0.3076757788658142,AUD1_0063,0.9524134397506714,Audience 1
0.30595818161964417,AUD1_0064,0.9529143571853638,Audience 1
0.30574336647987366,AUD1_0065,0.9529816508293152,Audience 1
0.3070499897003174,AUD1_0066,0.9524500966072083,Audience 1
0.30657485127449036,AUD1_0067,0.9527435898780823,Audience 1
0.305778831243515,AUD1_0068,0.9530298709869385,Audience 1
0.30632808804512024,AUD1_0069,0.952826976776123,Audience 1
0.308570921421051,AUD1_0070,0.9521777033805847,Audience 1
0.3088320791721344,AUD1_0071,0.952073335647583,Audience 1
0.3083118796348572,AUD1_0072,0.9522100687026978,Audience 1
0.3090372085571289,AUD1_0073,0.9519933462142944,Audience 1
0.3072108328342438,AUD1_0074,0.9524965286254883,Audience 1
0.30804482102394104,AUD1_0075,0.9523334503173828,Audience 1
0.30715492367744446,AUD1_0076,0.9526208639144897,Audience 1
0.3081400692462921,AUD1_0077,0.9522874355316162,Audience 1
0.3086215853691101,AUD1_0078,0.9522335529327393,Audience 1
0.3081991970539093,AUD1_0079,0.952357292175293,Audience 1
0.30757784843444824,AUD1_0080,0.9524589776992798,Audience 1
0.30794477462768555,AUD1_0081,0.9523807764053345,Audience 1
0.3069627285003662,AUD1_0082,0.9526464939117432,Audience 1
0.306880921125412,AUD1_0083,0.952703595161438,Audience 1
0.3048924207687378,AUD1_0084,0.9532504677772522,Audience 1
0.30560582876205444,AUD1_0085,0.9531067609786987,Audience 1
0.306129515171051,AUD1_0086,0.9529398679733276,Audience 1
0.30657973885536194,AUD1_0087,0.9528261423110962,Audience 1
0.3071759045124054,AUD1_0088,0.9525852203369141,Audience 1
0.3071478605270386,AUD1_0089,0.9525915384292603,Audience 1
0.30778926610946655,AUD1_0090,0.9523444175720215,Audience 1
0.3089333176612854,AUD1_0091,0.9520426392555237,Audience 1
0.3076370358467102,AUD1_0092,0.9524502754211426,Audience 1
0.3071012496948242,AUD1_0093,0.9525555372238159,Audience 1
0.30709800124168396,AUD1_0094,0.9525370597839355,Audience 1
0.30708444118499756,AUD1_0095,0.9526063203811646,Audience 1
0.30627554655075073,AUD1_0096,0.9529055953025818,Audience 1
0.30689430236816406,AUD1_0097,0.9527301788330078,Audience 1
0.3079446852207184,AUD1_0098,0.9523947238922119,Audience 1
0.3066744804382324,AUD1_0099,0.9524329900741577,Audience 1
0.3054457902908325,AUD1_0100,0.9530667662620544,Audience 1
