score,member,similarity_score,audience,pc1,pc2,pc3
0.3033585250377655,AUD0_0064,0.9537162184715271,Audience 0,-0.001590572646819055,-0.013256384991109371,-0.0035749063827097416
0.3051516115665436,AUD0_0065,0.9531563520431519,Audience 0,-0.003505753120407462,-0.01350331585854292,5.533700095838867e-05
0.30378541350364685,AUD0_0066,0.9534932374954224,Audience 0,-0.0020470444578677416,-0.013850349001586437,-0.002401233883574605
0.3050110936164856,AUD0_0067,0.9531594514846802,Audience 0,-0.003421899862587452,-0.013298195786774158,0.0020399782806634903
0.30379995703697205,AUD0_0068,0.9536522030830383,Audience 0,-0.002238990506157279,-0.011822438798844814,0.0016870214603841305
0.30525851249694824,AUD0_0069,0.9531570672988892,Audience 0,-0.0037228423170745373,-0.014058001339435577,0.007891681976616383
0.3054049611091614,AUD0_0070,0.9531346559524536,Audience 0,-0.003915884532034397,-0.012393149547278881,0.008381196297705173
0.30339595675468445,AUD0_0071,0.9536056518554688,Audience 0,-0.001840562792494893,0.0048794373869895935,0.008615469560027122
0.30404195189476013,AUD0_0072,0.9534653425216675,Audience 0,-0.0025953331496566534,-0.010002287104725838,0.006831666454672813
0.3040910065174103,AUD0_0073,0.9534846544265747,Audience 0,-0.0026157493703067303,-0.011640600860118866,0.0073685976676642895
0.30375951528549194,AUD0_0074,0.9534912109375,Audience 0,-0.002209649421274662,-0.012859271839261055,0.0034398240968585014
0.3055194318294525,AUD0_0075,0.9530175924301147,Audience 0,-0.00403583375737071,-0.011676115915179253,0.006215671077370644
0.3045419454574585,AUD0_0076,0.9533448219299316,Audience 0,-0.00295436498709023,-0.013416673988103867,0.0022747579496353865
0.30496078729629517,AUD0_0077,0.9531040191650391,Audience 0,-0.0034988478291779757,-0.01063091866672039,0.006265767849981785
0.3044549226760864,AUD0_0078,0.953376054763794,Audience 0,-0.0030018978286534548,-0.010512341745197773,0.007236842531710863
0.30687767267227173,AUD0_0079,0.9525656700134277,Audience 0,-0.005246075801551342,-0.015371170826256275,0.014763128943741322
0.3043125867843628,AUD0_0080,0.953467071056366,Audience 0,-0.002798504428938031,-0.012818533927202225,0.005932965315878391
0.30341029167175293,AUD0_0081,0.9537602663040161,Audience 0,-0.001900738338008523,-0.011265324428677559,0.003602963639423251
0.30367669463157654,AUD0_0082,0.9536445140838623,Audience 0,-0.0021930483635514975,-0.010758248157799244,0.004594090860337019
0.3034563362598419,AUD0_0083,0.9537354707717896,Audience 0,-0.0019435457652434707,-0.012453879229724407,0.005232592113316059
0.3029480278491974,AUD0_0084,0.9538248777389526,Audience 0,-0.0014097446110099554,-0.011566984467208385,0.0024618390016257763
0.30393075942993164,AUD0_0085,0.9536277055740356,Audience 0,-0.0023848533164709806,-0.01201817486435175,0.002563541056588292
0.3031383752822876,AUD0_0086,0.9538103938102722,Audience 0,-0.001577558577992022,-0.011195262894034386,0.0011531640775501728
0.3033227026462555,AUD0_0087,0.9537134170532227,Audience 0,-0.0018307026475667953,-0.010892791673541069,0.004213857930153608
0.3036736249923706,AUD0_0088,0.9536144137382507,Audience 0,-0.0021881654392927885,-0.010985339060425758,0.0047879889607429504
0.3054119944572449,AUD0_0089,0.9530908465385437,Audience 0,-0.003886015387251973,-0.013609291054308414,0.010651442222297192
0.3061152696609497,AUD0_0090,0.9528771638870239,Audience 0,-0.004600122570991516,-0.010478518903255463,0.015313447453081608
0.30409231781959534,AUD0_0091,0.9534803628921509,Audience 0,-0.002304622670635581,0.00917294155806303,0.01512379664927721
0.3050025999546051,AUD0_0092,0.953234076499939,Audience 0,-0.003208860056474805,0.00900054257363081,0.015823761001229286
0.3050902187824249,AUD0_0093,0.953181266784668,Audience 0,-0.0036176019348204136,-0.009935479611158371,0.013453967869281769
0.3045671880245209,AUD0_0094,0.9533204436302185,Audience 0,-0.0031387866474688053,-0.009127969853579998,0.010031327605247498
0.30586111545562744,AUD0_0095,0.9529101848602295,Audience 0,-0.004218685440719128,0.0061151194386184216,0.014207885600626469
0.305154949426651,AUD0_0096,0.9530937671661377,Audience 0,-0.0035580697003751993,0.005746624432504177,0.011747803539037704
0.30590248107910156,AUD0_0097,0.9528712630271912,Audience 0,-0.004245948977768421,0.005160474218428135,0.016444126144051552
0.30531665682792664,AUD0_0098,0.9531000852584839,Audience 0,-0.0035425913520157337,0.008459075354039669,0.016036825254559517
0.306729257106781,AUD0_0099,0.9525055289268494,Audience 0,-0.0047250306233763695,0.007221778389066458,0.023877648636698723
0.30596479773521423,AUD0_0100,0.9528130888938904,Audience 0,-0.00448019802570343,-0.007919058203697205,0.0022154951002448797
0.304214745759964,AUD0_0101,0.9534552097320557,Audience 0,-0.0024487089831382036,0.00928266067057848,0.004118253942579031
0.30419036746025085,AUD0_0102,0.953345537185669,Audience 0,-0.002693725982680917,-0.004589333664625883,0.001111794961616397
0.3049081265926361,AUD0_0103,0.9532280564308167,Audience 0,-0.003225828753784299,0.00802102405577898,0.006342654582113028
0.30529657006263733,AUD0_0104,0.9530984163284302,Audience 0,-0.003710470162332058,-0.009321462363004684,-0.0009085004567168653
0.30430203676223755,AUD0_0105,0.9534419775009155,Audience 0,-0.002747675869613886,-0.00768940569832921,-0.0004933786694891751
0.30478715896606445,AUD0_0106,0.9533158540725708,Audience 0,-0.0031748462934046984,-0.007769516669213772,-0.002203645184636116
0.30532196164131165,AUD0_0107,0.9531517028808594,Audience 0,-0.003841688623651862,-0.008166179060935974,0.00254535349085927
0.30516648292541504,AUD0_0108,0.9531964659690857,Audience 0,-0.0036626365035772324,-0.008390732109546661,0.0016030032420530915
0.3062177002429962,AUD0_0109,0.9528322219848633,Audience 0,-0.004811329301446676,-0.006846623960882425,0.010282892733812332
0.304058313369751,AUD0_0110,0.9534403085708618,Audience 0,-0.002576787956058979,-0.0028249851893633604,0.0020349693950265646
0.3023567199707031,AUD0_0111,0.9538137316703796,Audience 0,-0.00011851016461150721,0.016382655128836632,0.0015186989912763238
0.3020164668560028,AUD0_0112,0.9540694952011108,Audience 0,0.00027808305458165705,0.016537155956029892,-0.00011677742440951988
0.3027856945991516,AUD0_0113,0.9538043737411499,Audience 0,-0.0006524011841975152,0.01418874692171812,-7.34986606403254e-05
0.30190858244895935,AUD0_0114,0.9540859460830688,Audience 0,0.0003382213180884719,0.013106660917401314,-0.004807541612535715
0.3027589023113251,AUD0_0115,0.9538926482200623,Audience 0,-0.00044284338946454227,0.013935904949903488,-0.005263638682663441
0.3025098741054535,AUD0_0116,0.9539645910263062,Audience 0,0.00011675020505208522,0.01511838287115097,-0.009579705074429512
0.3023737072944641,AUD0_0117,0.9539971351623535,Audience 0,1.9905728549929336e-05,0.015325414948165417,-0.004967645276337862
0.3022291362285614,AUD0_0118,0.9541105031967163,Audience 0,0.00017245116760022938,0.01579168066382408,-0.004431289620697498
0.3036021888256073,AUD0_0119,0.9536817073822021,Audience 0,-0.0014177196426317096,0.01594294235110283,0.0023761214688420296
0.3037654161453247,AUD0_0120,0.9535912871360779,Audience 0,-0.0020527758169919252,-0.004437618888914585,-0.004946703091263771
0.30122557282447815,AUD0_0121,0.9544745683670044,Audience 0,0.0010242679854854941,0.014545970596373081,-0.0027003262657672167
0.30175676941871643,AUD0_0122,0.9541447162628174,Audience 0,1.8647375327418558e-05,-0.0014029655139893293,-0.005805136635899544
0.3020462095737457,AUD0_0123,0.9542073011398315,Audience 0,-1.6075067605925142e-06,0.013356957584619522,0.001347280340269208
0.3017728328704834,AUD0_0124,0.9543030261993408,Audience 0,-4.64614131487906e-05,-0.0026401157956570387,-0.005021559540182352
0.3018256723880768,AUD0_0125,0.9542806148529053,Audience 0,0.0003028534119948745,0.013883356004953384,-0.00047176549560390413
0.30221500992774963,AUD0_0126,0.9541818499565125,Audience 0,5.613362372969277e-05,0.014544906094670296,-0.003312713699415326
0.30241402983665466,AUD0_0127,0.9541223049163818,Audience 0,-0.0002796042535919696,0.014210950583219528,-3.3837124647106975e-05
0.30194181203842163,AUD0_0128,0.9542579054832458,Audience 0,0.0002466146252118051,0.014833834953606129,-0.0004516703775152564
0.3034093976020813,AUD0_0129,0.953783392906189,Audience 0,-0.0013480655616149306,0.014977916143834591,0.006269074510782957
0.30496156215667725,AUD0_0130,0.9533389806747437,Audience 0,-0.003389586927369237,-0.0077167777344584465,-0.0010515856556594372
0.3022112250328064,AUD0_0131,0.9541895389556885,Audience 0,-0.0005548050394281745,-0.0049023861065506935,-0.0036299049388617277
0.3026437759399414,AUD0_0132,0.9540498852729797,Audience 0,-0.0010189361637458205,-0.005599922966212034,-0.0028313850052654743
0.3027762174606323,AUD0_0133,0.9539323449134827,Audience 0,-0.001175097655504942,-0.007270759902894497,-0.0019741172436624765
0.303049236536026,AUD0_0134,0.9539345502853394,Audience 0,-0.0013122220989316702,-0.008956125006079674,-0.004881998058408499
0.302555650472641,AUD0_0135,0.9540888071060181,Audience 0,-0.0008458005613647401,-0.006860390305519104,-0.004728516563773155
0.30213528871536255,AUD0_0136,0.954203724861145,Audience 0,-0.0003185171808581799,-0.006349634844809771,-0.006967630237340927
0.3023776113986969,AUD0_0137,0.9541244506835938,Audience 0,-0.0006961102481000125,-0.005429012700915337,-0.004214857239276171
0.3027608394622803,AUD0_0138,0.9540272951126099,Audience 0,-0.0010800048476085067,-0.0068947202526032925,-0.004067573696374893
0.30315086245536804,AUD0_0139,0.9538541436195374,Audience 0,-0.0016556230839341879,-0.00615665502846241,0.0012735892087221146
0.303729772567749,AUD0_0140,0.9536367654800415,Audience 0,-0.0018327091820538044,-0.008613714016973972,-0.008136116899549961
0.30178946256637573,AUD0_0141,0.9543060064315796,Audience 0,9.460324508836493e-05,-0.005602639634162188,-0.00823662057518959
0.3018302023410797,AUD0_0142,0.9542548060417175,Audience 0,-1.1105891644547228e-05,-0.0036109581124037504,-0.007014962378889322
0.3021848499774933,AUD0_0143,0.9541465044021606,Audience 0,-0.0004343791224528104,-0.006391285452991724,-0.005648835562169552
0.30188214778900146,AUD0_0144,0.9541723728179932,Audience 0,4.2488780309213325e-05,-0.006590173114091158,-0.008873697370290756
0.30230721831321716,AUD0_0145,0.9541531801223755,Audience 0,-0.00038230541395023465,-0.005565618630498648,-0.00895780511200428
0.3022986352443695,AUD0_0146,0.9541788101196289,Audience 0,-0.00025185442063957453,-0.006397750694304705,-0.010866520926356316
0.30281707644462585,AUD0_0147,0.953976035118103,Audience 0,-0.0009820798877626657,-0.006031126715242863,-0.007354543544352055
0.30182310938835144,AUD0_0148,0.9542638659477234,Audience 0,3.7674602936021984e-05,-0.0056481314823031425,-0.007820752449333668
0.30343306064605713,AUD0_0149,0.9537318348884583,Audience 0,-0.0019025092478841543,-0.005280422046780586,-0.00010296811524312943
0.3038080036640167,AUD0_0150,0.9536998271942139,Audience 0,-0.0020189471542835236,-0.00795806385576725,-0.006237892899662256
0.3027108907699585,AUD0_0151,0.9540435075759888,Audience 0,-0.0007688921759836376,-0.006389809772372246,-0.00920799933373928
0.30224958062171936,AUD0_0152,0.954157829284668,Audience 0,-0.000391268462408334,-0.005095138680189848,-0.007803732994943857
0.3022703230381012,AUD0_0153,0.954149603843689,Audience 0,-0.00043658341746777296,-0.007261942606419325,-0.007184647489339113
0.30243101716041565,AUD0_0154,0.9541336894035339,Audience 0,-0.0003931587270926684,-0.008678322657942772,-0.010426771827042103
0.30250635743141174,AUD0_0155,0.9540705680847168,Audience 0,-0.0005756855243816972,-0.007576990872621536,-0.008874381892383099
0.3023078739643097,AUD0_0156,0.954201340675354,Audience 0,-0.00021296727936714888,-0.00638007465749979,-0.01158988755196333
0.30278703570365906,AUD0_0157,0.9540272951126099,Audience 0,-0.0009044965263456106,-0.006712548900395632,-0.00815755594521761
0.3023289442062378,AUD0_0158,0.9541723132133484,Audience 0,-0.0004699599521700293,-0.0071093118749558926,-0.007674102205783129
0.3029484450817108,AUD0_0159,0.9539462327957153,Audience 0,-0.0013410410610958934,-0.005997384432703257,-0.002347296569496393
0.303192138671875,AUD0_0160,0.953728199005127,Audience 0,-0.0005162451998330653,-0.006755727808922529,-0.01887020841240883
0.30035829544067383,AUD0_0161,0.9546384811401367,Audience 0,0.002581210108473897,0.01041571144014597,-0.017364682629704475
0.3015090823173523,AUD0_0162,0.954216718673706,Audience 0,0.0012506217462942004,-0.004644532222300768,-0.019744785502552986
0.30164381861686707,AUD0_0163,0.9543194770812988,Audience 0,0.0008416548953391612,-0.006776213645935059,-0.016646727919578552
0.3014715611934662,AUD0_0164,0.9543659687042236,Audience 0,0.001433325232937932,-0.007160427048802376,-0.021143436431884766
0.3008972704410553,AUD0_0165,0.9545595645904541,Audience 0,0.001945127616636455,-0.006499893963336945,-0.02052747644484043
0.3017188012599945,AUD0_0166,0.9542560577392578,Audience 0,0.0012462267186492682,-0.00611798046156764,-0.02180924080312252
0.30141589045524597,AUD0_0167,0.9543436765670776,Audience 0,0.0014121687272563577,-0.005462362430989742,-0.020444350317120552
0.30119508504867554,AUD0_0168,0.9543980360031128,Audience 0,0.0016756471013650298,0.010628176853060722,-0.016488807275891304
0.3022558391094208,AUD0_0169,0.9541070461273193,Audience 0,-0.00011252627882640809,-0.005966006312519312,-0.012313173152506351
0.3010324239730835,AUD0_0170,0.9543960094451904,Audience 0,0.0011854987824335694,-0.005469679832458496,-0.013321966864168644
0.2992691695690155,AUD0_0171,0.9549534320831299,Audience 0,0.003404273884370923,0.012285261414945126,-0.012710425071418285
0.29944998025894165,AUD0_0172,0.954931378364563,Audience 0,0.0028104514349251986,-0.002164152916520834,-0.013668494299054146
0.2993696630001068,AUD0_0173,0.9549106359481812,Audience 0,0.002845973940566182,-0.004317078273743391,-0.01322837732732296
0.2984810769557953,AUD0_0174,0.9551995992660522,Audience 0,0.003986230585724115,-0.004133407026529312,-0.01635497622191906
0.30011650919914246,AUD0_0175,0.9547022581100464,Audience 0,0.0025191993918269873,0.012274090200662613,-0.012242157943546772
0.29900410771369934,AUD0_0176,0.95500648021698,Audience 0,0.004199050832539797,0.013117111288011074,-0.01852869987487793
0.29977768659591675,AUD0_0177,0.9547501802444458,Audience 0,0.0028059890028089285,0.012088693678379059,-0.011628137901425362
0.2994655668735504,AUD0_0178,0.9549121260643005,Audience 0,0.0032965177670121193,0.013173099607229233,-0.01321490854024887
0.30033451318740845,AUD0_0179,0.9546241164207458,Audience 0,0.001976180821657181,0.012681994587182999,-0.006549079902470112
0.3013729751110077,AUD0_0180,0.9543027877807617,Audience 0,0.0008638438303023577,0.010866655968129635,-0.007124252617359161
0.29969462752342224,AUD0_0181,0.9548550248146057,Audience 0,0.0023784665390849113,-0.003762476611882448,-0.011197909712791443
0.3003925085067749,AUD0_0182,0.9546115398406982,Audience 0,0.001654495601542294,-0.003684940980747342,-0.010824131779372692
0.30020245909690857,AUD0_0183,0.9546570777893066,Audience 0,0.0017884646076709032,-0.00497007230296731,-0.00998601596802473
0.30009159445762634,AUD0_0184,0.9547141790390015,Audience 0,0.0020452309399843216,-0.005188279319554567,-0.01216973178088665
0.3003239333629608,AUD0_0185,0.9546756744384766,Audience 0,0.0018195946468040347,-0.004190362989902496,-0.012261854484677315
0.3001444935798645,AUD0_0186,0.9547112584114075,Audience 0,0.0025216371286660433,0.01238657534122467,-0.012579861097037792
0.300493448972702,AUD0_0187,0.9546271562576294,Audience 0,0.0016000107862055302,-0.0034657325595617294,-0.011507103219628334
0.29941508173942566,AUD0_0188,0.954882025718689,Audience 0,0.0027572426479309797,-0.0035140523687005043,-0.012600034475326538
0.30075007677078247,AUD0_0189,0.9544726610183716,Audience 0,0.0014203275786712766,0.01260837446898222,-0.0036607414949685335
0.3044183552265167,AUD0_0190,0.9533905386924744,Audience 0,-0.00244212057441473,0.012590165250003338,0.002119059907272458
0.302814781665802,AUD0_0191,0.9539464712142944,Audience 0,-0.0005880255484953523,0.014527939260005951,-0.0022360961884260178
0.30372902750968933,AUD0_0192,0.9536457061767578,Audience 0,-0.0015859316335991025,0.014009082689881325,-0.0008323929505422711
0.30312085151672363,AUD0_0193,0.9538224935531616,Audience 0,-0.0010567988501861691,0.013017199002206326,-0.00018530951638240367
0.30345168709754944,AUD0_0194,0.9536517858505249,Audience 0,-0.0017021202947944403,-0.005056247115135193,-0.005733616650104523
0.30353331565856934,AUD0_0195,0.9536824226379395,Audience 0,-0.0017599673010408878,-0.003971080761402845,-0.006192242726683617
0.3034208118915558,AUD0_0196,0.9537312984466553,Audience 0,-0.0010320330038666725,0.013866942375898361,-0.006862096954137087
0.3032589554786682,AUD0_0197,0.9538089036941528,Audience 0,-0.001008948078379035,0.014398264698684216,-0.003094242187216878
0.3034369647502899,AUD0_0198,0.9537122249603271,Audience 0,-0.0011664115590974689,0.01449273619800806,-0.003467921167612076
0.30382415652275085,AUD0_0199,0.9534937143325806,Audience 0,-0.0016923034563660622,0.015522601082921028,0.003576108952984214
0.3063164949417114,AUD0_0200,0.9528166055679321,Audience 0,-0.004296188708394766,0.014546548947691917,0.007266330532729626
0.3035805821418762,AUD0_0201,0.9537255764007568,Audience 0,-0.0014070806792005897,0.016417620703577995,0.004928166046738625
0.30415549874305725,AUD0_0202,0.953457236289978,Audience 0,-0.0018973390106111765,0.017899444326758385,0.007298807613551617
0.3039649426937103,AUD0_0203,0.9535537958145142,Audience 0,-0.0018733589677140117,0.01560356467962265,0.008057204075157642
0.30417853593826294,AUD0_0204,0.953406810760498,Audience 0,-0.002130750799551606,0.014194798655807972,0.0033912556245923042
0.3045295178890228,AUD0_0205,0.953378438949585,Audience 0,-0.0024084432516247034,0.015523627400398254,0.004126950167119503
0.30355966091156006,AUD0_0206,0.953647792339325,Audience 0,-0.0014225346967577934,0.015219521708786488,0.002306533046066761
0.30467489361763,AUD0_0207,0.9533780813217163,Audience 0,-0.002588799223303795,0.015552081167697906,0.008239388465881348
0.30325308442115784,AUD0_0208,0.9537843465805054,Audience 0,-0.0011558161349967122,0.015483028255403042,0.00605107843875885
0.3051805794239044,AUD0_0209,0.9532430768013,Audience 0,-0.0029942013788968325,0.016253167763352394,0.014628925360739231
0.30342426896095276,AUD0_0210,0.9537768363952637,Audience 0,-0.0013771394733339548,0.014346453361213207,0.004090151749551296
0.30218857526779175,AUD0_0211,0.9541382193565369,Audience 0,0.00013408288941718638,0.017048794776201248,0.0001640787668293342
0.30272918939590454,AUD0_0212,0.9539532661437988,Audience 0,-0.00039017703966237605,0.017174458131194115,-0.00013676626258529723
0.3031542897224426,AUD0_0213,0.9538344144821167,Audience 0,-0.0009269879665225744,0.015415240079164505,-0.0005635072011500597
0.30190321803092957,AUD0_0214,0.954149603843689,Audience 0,-2.1763020413345657e-05,-4.462314609554596e-05,-0.007499197497963905
0.3027949929237366,AUD0_0215,0.9539580345153809,Audience 0,-0.00035287835635244846,0.01594676822423935,-0.0051313950680196285
0.3022441267967224,AUD0_0216,0.9541153907775879,Audience 0,0.00043166158138774335,0.016147766262292862,-0.00921436958014965
0.30229896306991577,AUD0_0217,0.9540892839431763,Audience 0,0.00019136593618895859,0.016632862389087677,-0.005092920269817114
0.30266204476356506,AUD0_0218,0.9539986848831177,Audience 0,-0.00019859497842844576,0.016995515674352646,-0.003928930964320898
0.3035838007926941,AUD0_0219,0.9537306427955627,Audience 0,-0.0012225486570969224,0.017877161502838135,0.0008266537333838642
0.3033669888973236,AUD0_0220,0.9538238048553467,Audience 0,-0.0011277127778157592,0.01687038503587246,0.002917763777077198
0.3033861517906189,AUD0_0221,0.9538419246673584,Audience 0,-0.0009145685471594334,0.01961771585047245,0.0018926209304481745
0.3033006489276886,AUD0_0222,0.9537808895111084,Audience 0,-0.0007093607564456761,0.021344061940908432,0.003108239034190774
0.30284008383750916,AUD0_0223,0.9539750814437866,Audience 0,-0.0004207879537716508,0.019456394016742706,0.00397998932749033
0.3024585545063019,AUD0_0224,0.9539796710014343,Audience 0,-0.0007764576002955437,0.0026673986576497555,-0.0018279470968991518
